molecule_chembl_id,canonical_smiles,standard_type,standard_value,standard_units,standard_relation,pchembl_value,assay_chembl_id,assay_description,data_validity_comment,document_year,document_chembl_id,target_chembl_id,potential_duplicate,dataset,molecule_pref_name,pchembl,std_smiles
CHEMBL5191847,O=C(NCCC(F)(F)F)c1ccc(-c2noc(C3CC3)n2)cc1,EC50,70.0,nM,=,7.16,CHEMBL5623725,Antimycobacterial activity against Mycobacterium tuberculosis infected in mouse macrophage cells assessed as bacterial growth inhibition,,2023,CHEMBL5620427,CHEMBL360,0,Mtb_whole_cell,,7.16,O=C(NCCC(F)(F)F)c1ccc(-c2noc(C3CC3)n2)cc1
CHEMBL6169898,O=S(=O)(Nc1cc(-c2ccsc2)no1)c1ccccc1F,EC50,2930.0,nM,=,5.53,CHEMBL6115755,Antituberculosis activity against Mycobacterium tuberculosis H37Rv infected in human THP-1 cells assessed as reduction in bacterial growth pre-infected with bacteria for 24 hrs followed by compound addition and measured 3 days by luminescence based intramacrophage assay,,2025,CHEMBL6114961,CHEMBL360,0,Mtb_whole_cell,,5.53,O=S(=O)(Nc1cc(-c2ccsc2)no1)c1ccccc1F
CHEMBL6151625,O=S(=O)(Nc1cc(-c2ccsc2)no1)c1ccccc1Cl,EC50,14800.0,nM,=,4.83,CHEMBL6115755,Antituberculosis activity against Mycobacterium tuberculosis H37Rv infected in human THP-1 cells assessed as reduction in bacterial growth pre-infected with bacteria for 24 hrs followed by compound addition and measured 3 days by luminescence based intramacrophage assay,,2025,CHEMBL6114961,CHEMBL360,0,Mtb_whole_cell,,4.83,O=S(=O)(Nc1cc(-c2ccsc2)no1)c1ccccc1Cl
CHEMBL6144158,O=S(=O)(Nc1cc(-c2ccsc2)no1)c1cccc(F)c1,EC50,24400.0,nM,=,4.61,CHEMBL6115755,Antituberculosis activity against Mycobacterium tuberculosis H37Rv infected in human THP-1 cells assessed as reduction in bacterial growth pre-infected with bacteria for 24 hrs followed by compound addition and measured 3 days by luminescence based intramacrophage assay,,2025,CHEMBL6114961,CHEMBL360,0,Mtb_whole_cell,,4.61,O=S(=O)(Nc1cc(-c2ccsc2)no1)c1cccc(F)c1
CHEMBL6143132,O=S(=O)(Nc1cc(-c2ccsc2)no1)c1c(F)cccc1F,EC50,13900.0,nM,=,4.86,CHEMBL6115755,Antituberculosis activity against Mycobacterium tuberculosis H37Rv infected in human THP-1 cells assessed as reduction in bacterial growth pre-infected with bacteria for 24 hrs followed by compound addition and measured 3 days by luminescence based intramacrophage assay,,2025,CHEMBL6114961,CHEMBL360,0,Mtb_whole_cell,,4.86,O=S(=O)(Nc1cc(-c2ccsc2)no1)c1c(F)cccc1F
CHEMBL6160768,O=S(=O)(Nc1cc(-c2ccsc2)no1)c1ccc(F)cc1F,EC50,24900.0,nM,=,4.6,CHEMBL6115755,Antituberculosis activity against Mycobacterium tuberculosis H37Rv infected in human THP-1 cells assessed as reduction in bacterial growth pre-infected with bacteria for 24 hrs followed by compound addition and measured 3 days by luminescence based intramacrophage assay,,2025,CHEMBL6114961,CHEMBL360,0,Mtb_whole_cell,,4.6,O=S(=O)(Nc1cc(-c2ccsc2)no1)c1ccc(F)cc1F
CHEMBL6147719,O=S(=O)(Nc1cc(-c2ccsc2)no1)c1ccc2c(c1)CC2,EC50,3650.0,nM,=,5.44,CHEMBL6115755,Antituberculosis activity against Mycobacterium tuberculosis H37Rv infected in human THP-1 cells assessed as reduction in bacterial growth pre-infected with bacteria for 24 hrs followed by compound addition and measured 3 days by luminescence based intramacrophage assay,,2025,CHEMBL6114961,CHEMBL360,0,Mtb_whole_cell,,5.44,O=S(=O)(Nc1cc(-c2ccsc2)no1)c1ccc2c(c1)CC2
CHEMBL6164656,O=S(=O)(Nc1cc(-c2ccsc2)no1)c1ccc2c(c1)CCC2,EC50,24900.0,nM,=,4.6,CHEMBL6115755,Antituberculosis activity against Mycobacterium tuberculosis H37Rv infected in human THP-1 cells assessed as reduction in bacterial growth pre-infected with bacteria for 24 hrs followed by compound addition and measured 3 days by luminescence based intramacrophage assay,,2025,CHEMBL6114961,CHEMBL360,0,Mtb_whole_cell,,4.6,O=S(=O)(Nc1cc(-c2ccsc2)no1)c1ccc2c(c1)CCC2
CHEMBL6167474,O=S(=O)(Nc1cc(-c2ccsc2)no1)C1CCCCC1,EC50,24900.0,nM,=,4.6,CHEMBL6115755,Antituberculosis activity against Mycobacterium tuberculosis H37Rv infected in human THP-1 cells assessed as reduction in bacterial growth pre-infected with bacteria for 24 hrs followed by compound addition and measured 3 days by luminescence based intramacrophage assay,,2025,CHEMBL6114961,CHEMBL360,0,Mtb_whole_cell,,4.6,O=S(=O)(Nc1cc(-c2ccsc2)no1)C1CCCCC1
CHEMBL6176335,O=S(=O)(Nc1cc(-c2ccsc2)no1)C1CCOCC1,EC50,1960.0,nM,=,5.71,CHEMBL6115755,Antituberculosis activity against Mycobacterium tuberculosis H37Rv infected in human THP-1 cells assessed as reduction in bacterial growth pre-infected with bacteria for 24 hrs followed by compound addition and measured 3 days by luminescence based intramacrophage assay,,2025,CHEMBL6114961,CHEMBL360,0,Mtb_whole_cell,,5.71,O=S(=O)(Nc1cc(-c2ccsc2)no1)C1CCOCC1
CHEMBL6147671,CN(c1cc(-c2ccsc2)no1)S(=O)(=O)c1ccccc1F,EC50,12600.0,nM,=,4.9,CHEMBL6115755,Antituberculosis activity against Mycobacterium tuberculosis H37Rv infected in human THP-1 cells assessed as reduction in bacterial growth pre-infected with bacteria for 24 hrs followed by compound addition and measured 3 days by luminescence based intramacrophage assay,,2025,CHEMBL6114961,CHEMBL360,0,Mtb_whole_cell,,4.9,CN(c1cc(-c2ccsc2)no1)S(=O)(=O)c1ccccc1F
CHEMBL6168769,O=C(Nc1cc(-c2ccsc2)no1)c1ccccc1F,EC50,22800.0,nM,=,4.64,CHEMBL6115755,Antituberculosis activity against Mycobacterium tuberculosis H37Rv infected in human THP-1 cells assessed as reduction in bacterial growth pre-infected with bacteria for 24 hrs followed by compound addition and measured 3 days by luminescence based intramacrophage assay,,2025,CHEMBL6114961,CHEMBL360,0,Mtb_whole_cell,,4.64,O=C(Nc1cc(-c2ccsc2)no1)c1ccccc1F
CHEMBL6145141,Cc1cc(-c2cc(NS(=O)(=O)c3ccccc3F)on2)c(C)s1,EC50,24800.0,nM,=,4.61,CHEMBL6115755,Antituberculosis activity against Mycobacterium tuberculosis H37Rv infected in human THP-1 cells assessed as reduction in bacterial growth pre-infected with bacteria for 24 hrs followed by compound addition and measured 3 days by luminescence based intramacrophage assay,,2025,CHEMBL6114961,CHEMBL360,0,Mtb_whole_cell,,4.61,Cc1cc(-c2cc(NS(=O)(=O)c3ccccc3F)on2)c(C)s1
CHEMBL6171821,O=S(=O)(Nc1cc(-c2cccnc2)no1)c1ccccc1F,EC50,24800.0,nM,=,4.61,CHEMBL6115755,Antituberculosis activity against Mycobacterium tuberculosis H37Rv infected in human THP-1 cells assessed as reduction in bacterial growth pre-infected with bacteria for 24 hrs followed by compound addition and measured 3 days by luminescence based intramacrophage assay,,2025,CHEMBL6114961,CHEMBL360,0,Mtb_whole_cell,,4.61,O=S(=O)(Nc1cc(-c2cccnc2)no1)c1ccccc1F
CHEMBL344115,O=C(c1ccccc1)C1CCNCC1,IC50,259500.0,nM,=,3.59,CHEMBL3582754,Antimycobacterial activity against Mycobacterium tuberculosis BioA-UE strain assessed as growth inhibition after 9 days by Whole cell growth assay in presence of 1000 nM biotin,,2015,CHEMBL3580577,CHEMBL360,0,Mtb_whole_cell,,3.59,O=C(c1ccccc1)C1CCNCC1
CHEMBL1770734,NCc1nc2ccccc2s1,IC50,367600.0,nM,=,3.44,CHEMBL3582754,Antimycobacterial activity against Mycobacterium tuberculosis BioA-UE strain assessed as growth inhibition after 9 days by Whole cell growth assay in presence of 1000 nM biotin,,2015,CHEMBL3580577,CHEMBL360,0,Mtb_whole_cell,,3.44,NCc1nc2ccccc2s1
CHEMBL3581506,NC(=O)c1ccc(-c2ccccn2)s1,IC50,249300.0,nM,=,3.6,CHEMBL3582755,Antimycobacterial activity against Mycobacterium tuberculosis H37Rv assessed as growth inhibition after 9 days by Whole cell growth assay,,2015,CHEMBL3580577,CHEMBL360,0,Mtb_whole_cell,,3.6,NC(=O)c1ccc(-c2ccccn2)s1
CHEMBL344115,O=C(c1ccccc1)C1CCNCC1,IC50,339800.0,nM,=,3.47,CHEMBL3582755,Antimycobacterial activity against Mycobacterium tuberculosis H37Rv assessed as growth inhibition after 9 days by Whole cell growth assay,,2015,CHEMBL3580577,CHEMBL360,0,Mtb_whole_cell,,3.47,O=C(c1ccccc1)C1CCNCC1
CHEMBL1770734,NCc1nc2ccccc2s1,IC50,250500.0,nM,=,3.6,CHEMBL3582755,Antimycobacterial activity against Mycobacterium tuberculosis H37Rv assessed as growth inhibition after 9 days by Whole cell growth assay,,2015,CHEMBL3580577,CHEMBL360,0,Mtb_whole_cell,,3.6,NCc1nc2ccccc2s1
CHEMBL344115,O=C(c1ccccc1)C1CCNCC1,IC50,356600.0,nM,=,3.45,CHEMBL3582756,Antimycobacterial activity against Mycobacterium tuberculosis H37Rv assessed as growth inhibition after 9 days by Whole cell growth assay in presence of 1000 nM biotin,,2015,CHEMBL3580577,CHEMBL360,0,Mtb_whole_cell,,3.45,O=C(c1ccccc1)C1CCNCC1
CHEMBL1770734,NCc1nc2ccccc2s1,IC50,303900.0,nM,=,3.52,CHEMBL3582756,Antimycobacterial activity against Mycobacterium tuberculosis H37Rv assessed as growth inhibition after 9 days by Whole cell growth assay in presence of 1000 nM biotin,,2015,CHEMBL3580577,CHEMBL360,0,Mtb_whole_cell,,3.52,NCc1nc2ccccc2s1
CHEMBL3330963,COc1cc(NC(=O)NNC(=O)c2cc(C34CC5CC(CC(C5)C3)C4)c3ccccc3n2)cc(OC)c1OC,IC50,41686.94,nM,=,4.38,CHEMBL3380429,Antitubercular activity against Mycobacterium tuberculosis H37Rv strain by BACTEC 460 radiometric assay,,2014,CHEMBL3352424,CHEMBL360,0,Mtb_whole_cell,,4.38,COc1cc(NC(=O)NNC(=O)c2cc(C34CC5CC(CC(C5)C3)C4)c3ccccc3n2)cc(OC)c1OC
CHEMBL3330967,CCCCCCCCCCCCCCCCNC(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,IC50,56234.13,nM,=,4.25,CHEMBL3380429,Antitubercular activity against Mycobacterium tuberculosis H37Rv strain by BACTEC 460 radiometric assay,,2014,CHEMBL3352424,CHEMBL360,0,Mtb_whole_cell,,4.25,CCCCCCCCCCCCCCCCNC(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1
CHEMBL3329643,CCc1cccc(CC)c1NC(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,IC50,33884.42,nM,=,4.47,CHEMBL3380429,Antitubercular activity against Mycobacterium tuberculosis H37Rv strain by BACTEC 460 radiometric assay,,2014,CHEMBL3352424,CHEMBL360,0,Mtb_whole_cell,,4.47,CCc1cccc(CC)c1NC(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1
CHEMBL3352884,CC1=C[C@H]2C[C@@H](C)CC[C@@H]2[C@@](C)(C(=O)C2=C(O)[C@@H](CO)NC2=O)[C@H]1/C=C/C=C/C[C@@H](C)O,IC50,56400.0,nM,=,4.25,CHEMBL3382531,Antimicrobial activity against Mycobacterium tuberculosis H37Ra after 4 days by MTT assay,,2014,CHEMBL3351947,CHEMBL360,0,Mtb_whole_cell,,4.25,CC1=C[C@H]2C[C@@H](C)CC[C@@H]2[C@@](C)(C(=O)C2=C(O)[C@@H](CO)NC2=O)[C@H]1/C=C/C=C/C[C@@H](C)O
CHEMBL36,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,IC50,37350.0,nM,=,4.43,CHEMBL3367829,Antimycobacterial activity against Mycobacterium tuberculosis H37Rv assessed as growth inhibition by microdilution AlamarBlue broth assay,,2014,CHEMBL3351272,CHEMBL360,0,Mtb_whole_cell,PYRIMETHAMINE,4.43,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1
CHEMBL1814775,Nc1ncnc2c1c(-c1cc[nH]n1)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,IC50,48000.0,nM,=,4.32,CHEMBL3385546,Antimycobacterial activity against Mycobacterium bovis BCG assessed as microbial growth inhibition incubated for 21 days,,2014,CHEMBL3352218,CHEMBL360,0,Mtb_whole_cell,,4.32,Nc1ncnc2c1c(-c1cc[nH]n1)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
CHEMBL1814777,Nc1ncnc2c1c(-c1c[nH]nn1)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,IC50,69000.0,nM,=,4.16,CHEMBL3385546,Antimycobacterial activity against Mycobacterium bovis BCG assessed as microbial growth inhibition incubated for 21 days,,2014,CHEMBL3352218,CHEMBL360,0,Mtb_whole_cell,,4.16,Nc1ncnc2c1c(-c1c[nH]nn1)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
CHEMBL3342671,Nc1ncnc2c1c(-c1cccc3c1Sc1ccccc1S3)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,IC50,44320.0,nM,=,4.35,CHEMBL3385546,Antimycobacterial activity against Mycobacterium bovis BCG assessed as microbial growth inhibition incubated for 21 days,,2014,CHEMBL3352218,CHEMBL360,0,Mtb_whole_cell,,4.35,Nc1ncnc2c1c(-c1cccc3c1Sc1ccccc1S3)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
CHEMBL3342674,Nc1ncnc2c1c(-c1ccc(-c3ccc4ccccc4c3)cc1)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,IC50,74420.0,nM,=,4.13,CHEMBL3385546,Antimycobacterial activity against Mycobacterium bovis BCG assessed as microbial growth inhibition incubated for 21 days,,2014,CHEMBL3352218,CHEMBL360,0,Mtb_whole_cell,,4.13,Nc1ncnc2c1c(-c1ccc(-c3ccc4ccccc4c3)cc1)cn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
CHEMBL3409429,CO[C@H]1CC[C@H](c2cc(C(=O)NN)nc3ccccc32)CC1,IC50,32359.37,nM,=,4.49,CHEMBL3412552,Anti-tuberculosis activity against Mycobacterium tuberculosis H37Rv assessed as inhibition of microbial growth by MABA method,,2015,CHEMBL3407381,CHEMBL360,0,Mtb_whole_cell,,4.49,CO[C@H]1CC[C@H](c2cc(C(=O)NN)nc3ccccc32)CC1
CHEMBL3409433,COc1ccc(C(O)c2cc(C34CC5CC(CC(C5)C3)C4)c3ccccc3n2)cc1,IC50,83176.38,nM,=,4.08,CHEMBL3412552,Anti-tuberculosis activity against Mycobacterium tuberculosis H37Rv assessed as inhibition of microbial growth by MABA method,,2015,CHEMBL3407381,CHEMBL360,0,Mtb_whole_cell,,4.08,COc1ccc(C(O)c2cc(C34CC5CC(CC(C5)C3)C4)c3ccccc3n2)cc1
CHEMBL3409444,O=C(c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2c1)N1CCN(c2ccccn2)CC1,IC50,63095.73,nM,=,4.2,CHEMBL3412552,Anti-tuberculosis activity against Mycobacterium tuberculosis H37Rv assessed as inhibition of microbial growth by MABA method,,2015,CHEMBL3407381,CHEMBL360,0,Mtb_whole_cell,,4.2,O=C(c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2c1)N1CCN(c2ccccn2)CC1
CHEMBL379849,O=C1/C(=C/c2ccccc2F)CNC/C1=C\c1ccccc1F,IC50,50000.0,nM,=,4.3,CHEMBL3412348,Antituberculosis activity against Mycobacterium tuberculosis Beijing F2 assessed as growth inhibition after 72 hrs by by liquid culture assay,,2015,CHEMBL3407440,CHEMBL360,0,Mtb_whole_cell,,4.3,O=C1/C(=C/c2ccccc2F)CNC/C1=C\c1ccccc1F
CHEMBL3581506,NC(=O)c1ccc(-c2ccccn2)s1,IC50,39200.0,nM,=,4.41,CHEMBL3582754,Antimycobacterial activity against Mycobacterium tuberculosis BioA-UE strain assessed as growth inhibition after 9 days by Whole cell growth assay in presence of 1000 nM biotin,,2015,CHEMBL3580577,CHEMBL360,0,Mtb_whole_cell,,4.41,NC(=O)c1ccc(-c2ccccn2)s1
CHEMBL3746657,COc1c(O)cc2c(c1OC)Oc1ccccc1CC2,IC50,94400.0,nM,=,4.03,CHEMBL3750542,Antimycobacterial activity against Mycobacterium tuberculosis H37Ra ATCC 25177 assessed as growth inhibition after 24 to 168 hrs by microplate resazurin assay,,2015,CHEMBL3745636,CHEMBL360,0,Mtb_whole_cell,,4.03,COc1c(O)cc2c(c1OC)Oc1ccccc1CC2
CHEMBL3747412,O=C(CCc1ccccc1)c1ccc(O)cc1O,IC50,32800.0,nM,=,4.48,CHEMBL3750542,Antimycobacterial activity against Mycobacterium tuberculosis H37Ra ATCC 25177 assessed as growth inhibition after 24 to 168 hrs by microplate resazurin assay,,2015,CHEMBL3745636,CHEMBL360,0,Mtb_whole_cell,,4.48,O=C(CCc1ccccc1)c1ccc(O)cc1O
CHEMBL3199451,O=[N+]([O-])c1cc(/C=N\Nc2nccs2)ccc1O,IC50,59360.0,nM,=,4.23,CHEMBL3769289,Antimicrobial activity against Mycobacterium tuberculosis H37Rv assessed as growth inhibition after 5 days by fluorescence analysis,,2016,CHEMBL3763142,CHEMBL360,0,Mtb_whole_cell,,4.23,O=[N+]([O-])c1cc(/C=N\Nc2nccs2)ccc1O
CHEMBL3764864,O=[N+]([O-])c1ccc(-c2csc(N/N=C/c3cc(Br)cc(Br)c3O)n2)cc1,IC50,86000.0,nM,=,4.07,CHEMBL3769289,Antimicrobial activity against Mycobacterium tuberculosis H37Rv assessed as growth inhibition after 5 days by fluorescence analysis,,2016,CHEMBL3763142,CHEMBL360,0,Mtb_whole_cell,,4.07,O=[N+]([O-])c1ccc(-c2csc(N/N=C/c3cc(Br)cc(Br)c3O)n2)cc1
CHEMBL2436531,CCOC(=O)c1sc(N/N=C/c2ccc(O)c(OC)c2)nc1C,IC50,59000.0,nM,=,4.23,CHEMBL3769289,Antimicrobial activity against Mycobacterium tuberculosis H37Rv assessed as growth inhibition after 5 days by fluorescence analysis,,2016,CHEMBL3763142,CHEMBL360,0,Mtb_whole_cell,,4.23,CCOC(=O)c1sc(N/N=C/c2ccc(O)c(OC)c2)nc1C
CHEMBL3792780,CNC[C@@H](Cc1ccccc1)N1CCN(CCC23CC4CC(CC(C4)C2)C3)CC1,IC50,38000.0,nM,=,4.42,CHEMBL3796194,Antitubercular activity against Mycobacterium tuberculosis H37Rv measured after 7 days under aerobic condition,,2016,CHEMBL3792319,CHEMBL360,0,Mtb_whole_cell,,4.42,CNC[C@@H](Cc1ccccc1)N1CCN(CCC23CC4CC(CC(C4)C2)C3)CC1
CHEMBL3793171,CCC(C)[C@@H](CNC)N1CCN(CCc2ccc(C)cc2)CC1,IC50,37000.0,nM,=,4.43,CHEMBL3796194,Antitubercular activity against Mycobacterium tuberculosis H37Rv measured after 7 days under aerobic condition,,2016,CHEMBL3792319,CHEMBL360,0,Mtb_whole_cell,,4.43,CCC(C)[C@@H](CNC)N1CCN(CCc2ccc(C)cc2)CC1
CHEMBL3794465,CNC[C@@H](CO)N1CCN(CCc2ccc(C)cc2)[C@H](CC2CCCCC2)C1,IC50,67000.0,nM,=,4.17,CHEMBL3796194,Antitubercular activity against Mycobacterium tuberculosis H37Rv measured after 7 days under aerobic condition,,2016,CHEMBL3792319,CHEMBL360,0,Mtb_whole_cell,,4.17,CNC[C@@H](CO)N1CCN(CCc2ccc(C)cc2)[C@H](CC2CCCCC2)C1
CHEMBL3793955,CCC(C)[C@H](CNC)N1CCN(CCC23CC4CC(CC(C4)C2)C3)[C@H](C(C)C)C1,IC50,37400.0,nM,=,4.43,CHEMBL3796194,Antitubercular activity against Mycobacterium tuberculosis H37Rv measured after 7 days under aerobic condition,,2016,CHEMBL3792319,CHEMBL360,0,Mtb_whole_cell,,4.43,CCC(C)[C@H](CNC)N1CCN(CCC23CC4CC(CC(C4)C2)C3)[C@H](C(C)C)C1
CHEMBL3793409,CCCC[C@H](CNC)N1CCN(CCC23CC4CC(CC(C4)C2)C3)[C@H](C(C)C)C1,IC50,47500.0,nM,=,4.32,CHEMBL3796194,Antitubercular activity against Mycobacterium tuberculosis H37Rv measured after 7 days under aerobic condition,,2016,CHEMBL3792319,CHEMBL360,0,Mtb_whole_cell,,4.32,CCCC[C@H](CNC)N1CCN(CCC23CC4CC(CC(C4)C2)C3)[C@H](C(C)C)C1
CHEMBL3793931,CCCC[C@@H](CNC)N1CCN(CCC23CC4CC(CC(C4)C2)C3)[C@H](C(C)C)C1,IC50,51800.0,nM,=,4.29,CHEMBL3796194,Antitubercular activity against Mycobacterium tuberculosis H37Rv measured after 7 days under aerobic condition,,2016,CHEMBL3792319,CHEMBL360,0,Mtb_whole_cell,,4.29,CCCC[C@@H](CNC)N1CCN(CCC23CC4CC(CC(C4)C2)C3)[C@H](C(C)C)C1
CHEMBL3794341,CNC[C@H](Cc1ccccc1)N1CCN(CCC23CC4CC(CC(C4)C2)C3)[C@H](CO)C1,IC50,54600.0,nM,=,4.26,CHEMBL3796194,Antitubercular activity against Mycobacterium tuberculosis H37Rv measured after 7 days under aerobic condition,,2016,CHEMBL3792319,CHEMBL360,0,Mtb_whole_cell,,4.26,CNC[C@H](Cc1ccccc1)N1CCN(CCC23CC4CC(CC(C4)C2)C3)[C@H](CO)C1
CHEMBL36,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,IC50,37350.0,nM,=,4.43,CHEMBL4022472,Antimicrobial activity against Mycobacterium tuberculosis H37Rv by Alamar blue assay,,2017,CHEMBL4020795,CHEMBL360,0,Mtb_whole_cell,PYRIMETHAMINE,4.43,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1
CHEMBL4060832,CN1CC2C(=O)N(Cc3ccccc3)C(=O)C2C12C(=O)c1ccccc1C2=O,IC50,54950.0,nM,=,4.26,CHEMBL4022472,Antimicrobial activity against Mycobacterium tuberculosis H37Rv by Alamar blue assay,,2017,CHEMBL4020795,CHEMBL360,0,Mtb_whole_cell,,4.26,CN1CC2C(=O)N(Cc3ccccc3)C(=O)C2C12C(=O)c1ccccc1C2=O
CHEMBL4104459,CN1CC2C(=O)N(c3ccc([N+](=O)[O-])cc3)C(=O)C2C12C(=O)c1ccccc1C2=O,IC50,47200.0,nM,=,4.33,CHEMBL4022472,Antimicrobial activity against Mycobacterium tuberculosis H37Rv by Alamar blue assay,,2017,CHEMBL4020795,CHEMBL360,0,Mtb_whole_cell,,4.33,CN1CC2C(=O)N(c3ccc([N+](=O)[O-])cc3)C(=O)C2C12C(=O)c1ccccc1C2=O
CHEMBL4090159,Cc1ccc(N2C(=O)C3CN(C)C4(C(=O)c5ccccc5C4=O)C3C2=O)cc1,IC50,39950.0,nM,=,4.4,CHEMBL4022472,Antimicrobial activity against Mycobacterium tuberculosis H37Rv by Alamar blue assay,,2017,CHEMBL4020795,CHEMBL360,0,Mtb_whole_cell,,4.4,Cc1ccc(N2C(=O)C3CN(C)C4(C(=O)c5ccccc5C4=O)C3C2=O)cc1
CHEMBL4094973,Cc1cn(C2CCN(Cc3cc(Oc4ccccc4)c4ccccc4n3)CC2)c(=O)[nH]c1=O,IC50,32510.0,nM,=,4.49,CHEMBL4024194,Antimicrobial activity against Mycobacterium tuberculosis H37Ra ATCC 25177 harboring pSMT1 luciferase reporter plasmid after 7 days by luminometric method,,2018,CHEMBL4020841,CHEMBL360,0,Mtb_whole_cell,,4.49,Cc1cn(C2CCN(Cc3cc(Oc4ccccc4)c4ccccc4n3)CC2)c(=O)[nH]c1=O
CHEMBL4069926,Cc1cn(C2CCN(Cc3ccc(Cl)c(Cl)c3)CC2)c(=O)[nH]c1=O,IC50,60450.0,nM,=,4.22,CHEMBL4024194,Antimicrobial activity against Mycobacterium tuberculosis H37Ra ATCC 25177 harboring pSMT1 luciferase reporter plasmid after 7 days by luminometric method,,2018,CHEMBL4020841,CHEMBL360,0,Mtb_whole_cell,,4.22,Cc1cn(C2CCN(Cc3ccc(Cl)c(Cl)c3)CC2)c(=O)[nH]c1=O
CHEMBL4098606,CCCCc1ccc(Nc2nc(C)cs2)cc1,IC50,47000.0,nM,=,4.33,CHEMBL4045162,Antitubercular activity against Mycobacterium tuberculosis H37Rv BSL3 infected in THP-1 macrophages using middlebrook 7H12 broth media after 5 days post infection by luciferase reporter gene assay,,2017,CHEMBL4043143,CHEMBL360,0,Mtb_whole_cell,,4.33,CCCCc1ccc(Nc2nc(C)cs2)cc1
CHEMBL4091900,CCCCc1ccc(Nc2nc(CC(=O)O)cs2)cc1,IC50,91000.0,nM,=,4.04,CHEMBL4045162,Antitubercular activity against Mycobacterium tuberculosis H37Rv BSL3 infected in THP-1 macrophages using middlebrook 7H12 broth media after 5 days post infection by luciferase reporter gene assay,,2017,CHEMBL4043143,CHEMBL360,0,Mtb_whole_cell,,4.04,CCCCc1ccc(Nc2nc(CC(=O)O)cs2)cc1
CHEMBL4085115,CCC(C)c1ccc(Nc2nc(CC(=O)O)cs2)cc1,IC50,96000.0,nM,=,4.02,CHEMBL4045163,Antitubercular activity against Mycobacterium tuberculosis H37Rv BSL3 infected in THP-1 macrophages under anaerobic condition after 5 days post infection by luciferase reporter gene assay,,2017,CHEMBL4043143,CHEMBL360,0,Mtb_whole_cell,,4.02,CCC(C)c1ccc(Nc2nc(CC(=O)O)cs2)cc1
CHEMBL4091900,CCCCc1ccc(Nc2nc(CC(=O)O)cs2)cc1,IC50,56000.0,nM,=,4.25,CHEMBL4045164,Antitubercular activity against Mycobacterium tuberculosis Erdman BSL3 infected in THP-1 macrophages using middlebrook 7H12 broth media after 5 days post infection by luciferase reporter gene assay,,2017,CHEMBL4043143,CHEMBL360,0,Mtb_whole_cell,,4.25,CCCCc1ccc(Nc2nc(CC(=O)O)cs2)cc1
CHEMBL4066245,CC(C)(C)c1ccc(Nc2nc(CC(=O)O)cs2)cc1,IC50,63000.0,nM,=,4.2,CHEMBL4045164,Antitubercular activity against Mycobacterium tuberculosis Erdman BSL3 infected in THP-1 macrophages using middlebrook 7H12 broth media after 5 days post infection by luciferase reporter gene assay,,2017,CHEMBL4043143,CHEMBL360,0,Mtb_whole_cell,,4.2,CC(C)(C)c1ccc(Nc2nc(CC(=O)O)cs2)cc1
CHEMBL4076065,CCCCc1ccc(Nc2nc(CC(=O)O)c(Cl)s2)cc1,IC50,54000.0,nM,=,4.27,CHEMBL4045164,Antitubercular activity against Mycobacterium tuberculosis Erdman BSL3 infected in THP-1 macrophages using middlebrook 7H12 broth media after 5 days post infection by luciferase reporter gene assay,,2017,CHEMBL4043143,CHEMBL360,0,Mtb_whole_cell,,4.27,CCCCc1ccc(Nc2nc(CC(=O)O)c(Cl)s2)cc1
CHEMBL4168552,O=[N+]([O-])c1ncn(CCCCNc2ncnc3ccccc23)n1,IC50,51000.0,nM,=,4.29,CHEMBL4132277,Antitubercular activity against Mycobacterium tuberculosis H37Rv ATCC 27294 after 5 days measured under aerobic conditions by fluorescence-based assay,,2017,CHEMBL4130372,CHEMBL360,0,Mtb_whole_cell,,4.29,O=[N+]([O-])c1ncn(CCCCNc2ncnc3ccccc23)n1
