MW,cLogP,TPSA,HBD,HBA,RotB,RingCount,AromRings,FracCsp3,HeavyAtoms,FormalCharge,QED,BertzCT,NumHeteroatoms,StereoCentres,dataset,mol_id,smiles,pchembl,n_meas,endpoints,scaffold,Lipinski_viol,Veber_ok
343.4960000000001,3.9890000000000034,35.91,0,4,4,3,1,0.47368421052631576,24,0,0.774636804395285,641.0806758928499,5,0,InhA_enzyme,CHEMBL550610,CCN(CC)c1ccc(/C=C2/SC(N3CCCCC3)=NC2=O)cc1,5.21,1,IC50,O=C1N=C(N2CCCCC2)SC1=Cc1ccccc1,0,1
313.357,3.6933000000000025,75.48,1,4,6,2,2,0.23529411764705882,23,0,0.65156767620727,694.4847095396138,6,0,InhA_enzyme,CHEMBL552222,CCN(CC)c1ccc(NC(=O)c2ccccc2[N+](=O)[O-])cc1,5.36,1,IC50,O=C(Nc1ccccc1)c1ccccc1,0,1
512.5660000000003,5.355900000000006,102.85000000000001,1,8,10,5,5,0.20689655172413793,38,0,0.24972033904052432,1592.2161926946073,9,0,InhA_enzyme,CHEMBL5631497,CCN(CC)c1ccc2c(OCc3cn(Cc4ccc(Oc5ccccc5)c(O)c4)nn3)cc(=O)oc2c1,7.27,1,IC50,O=c1cc(OCc2cn(Cc3ccc(Oc4ccccc4)cc3)nn2)c2ccccc2o1,2,1
539.5920000000002,4.7069000000000045,122.72000000000001,2,8,10,5,5,0.2,40,0,0.24483826937576814,1692.3931182024437,10,0,InhA_enzyme,CHEMBL5632798,CCN(CC)c1ccc2cc(C(=O)NCc3cn(Cc4ccc(Oc5ccccc5)c(O)c4)nn3)c(=O)oc2c1,5.45,1,IC50,O=C(NCc1cn(Cc2ccc(Oc3ccccc3)cc2)nn1)c1cc2ccccc2oc1=O,1,1
437.50000000000017,1.8779000000000003,109.47000000000001,2,5,6,4,3,0.391304347826087,32,0,0.611986408044119,1164.313002441212,9,2,InhA_enzyme,CHEMBL3125271,CCNC(=O)[C@@H]1C[C@@H](NC(=O)c2cc(CC)nn2C)CN1C(=O)c1ccc2occc2c1,7.13,1,IC50,O=C(NC1CCN(C(=O)c2ccc3occc3c2)C1)c1ccn[nH]1,0,1
453.56800000000015,2.3464,96.33000000000001,2,5,6,4,3,0.391304347826087,32,0,0.5988491879989115,1167.5581149390484,9,2,InhA_enzyme,CHEMBL3125273,CCNC(=O)[C@@H]1C[C@@H](NC(=O)c2cc(CC)nn2C)CN1C(=O)c1ccc2sccc2c1,6.92,1,IC50,O=C(NC1CCN(C(=O)c2ccc3sccc3c2)C1)c1ccn[nH]1,0,1
437.50000000000017,1.8778999999999997,109.47000000000001,2,5,6,4,3,0.391304347826087,32,0,0.611986408044119,1164.313002441212,9,2,InhA_enzyme,CHEMBL3125272,CCNC(=O)[C@@H]1C[C@@H](NC(=O)c2cc(CC)nn2C)CN1C(=O)c1coc2ccccc12,7.47,1,IC50,O=C(NC1CCN(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,0,1
423.51700000000017,2.3513,92.39999999999999,2,5,7,4,3,0.43478260869565216,31,0,0.6086432075449951,1086.0167457707719,8,2,InhA_enzyme,CHEMBL3125278,CCNC[C@@H]1C[C@@H](NC(=O)c2cc(CC)nn2C)CN1C(=O)c1coc2ccccc12,6.36,1,IC50,O=C(NC1CCN(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,0,1
317.3410000000001,2.0541,73.86000000000001,1,6,5,2,1,0.29411764705882354,23,0,0.5089065775611592,702.9353197491367,6,0,InhA_enzyme,CHEMBL554270,CCOC(=O)C1=C(C)N/C(=C/c2cc(OC)ccc2OC)C1=O,5.44,1,IC50,O=C1C=CNC1=Cc1ccccc1,0,1
509.56300000000033,1.8112000000000004,135.76999999999998,2,7,9,4,3,0.4230769230769231,37,0,0.4200361280010353,1311.7701008340593,11,2,InhA_enzyme,CHEMBL3125285,CCOC(=O)CCNC(=O)[C@@H]1C[C@@H](NC(=O)c2cc(CC)nn2C)CN1C(=O)c1coc2ccccc12,7.66,1,IC50,O=C(NC1CCN(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,1,1
427.345,3.789800000000003,59.5,0,6,5,3,2,0.3125,24,0,0.6800391767312883,748.0357270950996,8,1,InhA_enzyme,CHEMBL5430041,CCOC(=O)Cc1csc(N2C(=O)CSC2c2ccc(Br)cc2)n1,5.97,1,IC50,O=C1CSC(c2ccccc2)N1c1nccs1,0,1
378.4750000000001,3.0359000000000016,68.73,0,7,6,3,2,0.35294117647058826,25,0,0.7199187370527216,760.2632693377216,8,1,InhA_enzyme,CHEMBL5414203,CCOC(=O)Cc1csc(N2C(=O)CSC2c2ccc(OC)cc2)n1,5.89,1,IC50,O=C1CSC(c2ccccc2)N1c1nccs1,0,1
372.42800000000005,4.649220000000003,69.03999999999999,1,5,5,4,4,0.13636363636363635,28,0,0.5165655570496187,1119.4579656385122,6,0,InhA_enzyme,CHEMBL5417421,CCOC(=O)c1ccc2nc(C)cc(Nc3ccc(-n4cccn4)cc3)c2c1,5.1,1,IC50,c1ccc2c(Nc3ccc(-n4cccn4)cc3)ccnc2c1,0,1
422.4880000000001,5.802420000000004,69.03999999999999,1,5,5,5,5,0.11538461538461539,32,0,0.3624705260284593,1438.0095468324655,6,0,InhA_enzyme,CHEMBL5421444,CCOC(=O)c1ccc2nc(C)cc(Nc3ccc(-n4cnc5ccccc54)cc3)c2c1,4.38,1,IC50,c1ccc2c(Nc3ccc(-n4cnc5ccccc54)cc3)ccnc2c1,1,1
403.48200000000026,4.699520000000004,71.52999999999999,1,5,5,4,3,0.2916666666666667,30,0,0.6254304199417666,1086.7965063788638,6,0,InhA_enzyme,CHEMBL5418788,CCOC(=O)c1ccc2nc(C)cc(Nc3ccc(C(=O)N4CCCC4)cc3)c2c1,4.35,1,IC50,O=C(c1ccc(Nc2ccnc3ccccc23)cc1)N1CCCC1,0,1
334.4190000000001,5.025920000000004,51.22,1,4,5,3,3,0.23809523809523808,25,0,0.6652167922115931,901.6631543880062,4,0,InhA_enzyme,CHEMBL5436062,CCOC(=O)c1ccc2nc(C)cc(Nc3ccc(CC)cc3)c2c1,4.38,1,IC50,c1ccc(Nc2ccnc3ccccc23)cc1,1,1
